feature_set,alpha,correction_weight,uncertainty_weight,correction_clip,train_rows,selection_rows,selection_metric_percent,selection_metric_raw_percent,selection_at_least_one_abs_log_error,selection_at_least_two_abs_log_error,selection_at_least_three_abs_log_error
no_decomp,1000.0,0.1,0.25,0.25,389,254,7.95,7.954369075745693,0.09560126979381682,0.0726629333469479,0.06135112674821972
no_decomp,1000.0,0.1,0.25,0.4,389,254,7.95,7.954369075745693,0.09560126979381682,0.0726629333469479,0.06135112674821972
all,300.0,0.1,1.0,0.25,389,254,7.95,7.954370549662948,0.09561824781349396,0.07264018392323947,0.06135693911170244
all,300.0,0.12,0.25,0.4,389,254,7.95,7.954385333699832,0.09578680635217697,0.07262967804777448,0.061199297289726264
all,500.0,0.12,0.25,0.15,389,254,7.95,7.954394824697952,0.09569827679521903,0.07265807015653292,0.06125969848814785
static_replay,100.0,0.1,1.0,0.15,389,254,7.95,7.9543969533109715,0.0955774916797998,0.0727106741044612,0.06132793880875625
static_replay,100.0,0.1,1.0,0.25,389,254,7.95,7.9543969533109715,0.0955774916797998,0.0727106741044612,0.06132793880875625
static_replay,100.0,0.1,1.0,0.4,389,254,7.95,7.9543969533109715,0.0955774916797998,0.0727106741044612,0.06132793880875625
static_replay,200.0,0.15,1.0,0.15,389,254,7.95,7.954401242052356,0.0955321165772839,0.07274053953039857,0.061343567667361966
static_replay,200.0,0.15,1.0,0.25,389,254,7.95,7.954401242052356,0.0955321165772839,0.07274053953039857,0.061343567667361966
static_replay,200.0,0.15,1.0,0.4,389,254,7.95,7.954401242052356,0.0955321165772839,0.07274053953039857,0.061343567667361966
static_replay,1000.0,0.1,2.0,0.08,389,254,7.95,7.954401294531888,0.09560876426512671,0.07266449259680993,0.061342968371488386
static_replay,1000.0,0.1,2.0,0.15,389,254,7.95,7.954401294531888,0.09560876426512671,0.07266449259680993,0.061342968371488386
static_replay,1000.0,0.1,2.0,0.25,389,254,7.95,7.954401294531888,0.09560876426512671,0.07266449259680993,0.061342968371488386
static_replay,1000.0,0.1,2.0,0.4,389,254,7.95,7.954401294531888,0.09560876426512671,0.07266449259680993,0.061342968371488386
no_decomp,300.0,0.1,2.0,0.15,389,254,7.95,7.954410213321794,0.09554173635684397,0.0726843337784443,0.061390402946934895
no_decomp,300.0,0.1,2.0,0.25,389,254,7.95,7.954410213321794,0.09554173635684397,0.0726843337784443,0.061390402946934895
no_decomp,300.0,0.1,2.0,0.4,389,254,7.95,7.954410213321794,0.09554173635684397,0.0726843337784443,0.061390402946934895
all,300.0,0.06,0.25,0.25,389,254,7.95,7.954412796405608,0.09574770882828214,0.0726337270243051,0.06123510901226471
all,100.0,0.06,0.25,0.4,389,254,7.95,7.954412995433224,0.0958308841148855,0.07258843829144691,0.06119722798939874
all,1000.0,0.12,1.0,0.08,389,254,7.95,7.9544142536958296,0.09553499543553592,0.07267151228290691,0.06141007764378657
no_decomp,300.0,0.12,1.0,0.08,389,254,7.95,7.954420532161932,0.09552954880354257,0.07269279799123819,0.061394413042924145
static_replay,200.0,0.15,0.5,0.08,389,254,7.95,7.954427275850917,0.09556257621159815,0.07274364870187489,0.061310722328010395
all,300.0,0.12,0.5,0.25,389,254,7.95,7.954430666850687,0.09569391282120639,0.07263252120492929,0.06129060744954868
all,500.0,0.12,0.5,0.15,389,254,7.95,7.954445749710648,0.09562563592193575,0.07265953009395755,0.06133229460494732
all,300.0,0.12,1.0,0.4,389,254,7.95,7.954449142625819,0.09560746660757675,0.07264015271057009,0.061369935590106124
all,100.0,0.1,0.0,0.25,389,254,7.95,7.954452454321048,0.09619779358179524,0.07253830471496049,0.060881548641845376
all,500.0,0.15,2.0,0.25,389,254,7.95,7.95445536903987,0.09548542472147406,0.07267239861359524,0.06145990460210268
all,500.0,0.15,2.0,0.4,389,254,7.95,7.95445536903987,0.09548542472147406,0.07267239861359524,0.06145990460210268
static_replay,200.0,0.06,2.0,0.08,389,254,7.95,7.954457427205952,0.09562610797810889,0.07267434070344994,0.061317336451012075
no_decomp,300.0,0.1,1.0,0.08,389,254,7.95,7.954457784922164,0.09555801544955607,0.07268484868496497,0.06137493093880352
all,1000.0,0.15,1.0,0.08,389,254,7.95,7.954460000691155,0.09549680522262251,0.07267930536015188,0.0614417460656533
all,500.0,0.15,1.0,0.25,389,254,7.95,7.954462762313996,0.09554564909855531,0.07266643645483875,0.061405847839139126
all,500.0,0.15,1.0,0.4,389,254,7.95,7.954462762313996,0.09554564909855531,0.07266643645483875,0.061405847839139126
all,1000.0,0.12,0.5,0.08,389,254,7.95,7.954466270006066,0.09557142129063124,0.07267409612340503,0.06137251345548657
all,500.0,0.08,0.25,0.15,389,254,7.95,7.9544732237075255,0.09569984522573735,0.0726521601109836,0.06126621877264078
static_replay,300.0,0.06,1.0,0.08,389,254,7.95,7.954473561695963,0.09564159899423094,0.07267050643448113,0.06130612807317694
all,300.0,0.08,1.0,0.4,389,254,7.95,7.954475704042285,0.09563698617725072,0.07264021514333341,0.061341091716020424
no_decomp,500.0,0.06,0.0,0.08,389,254,7.95,7.9544827565290355,0.09571016774597399,0.07265998407766854,0.06124833719797722
static_replay,300.0,0.04,0.0,0.08,389,254,7.95,7.954486945641581,0.09575026659644317,0.07266182800684282,0.06120651083163187
static_replay,100.0,0.06,2.0,0.08,389,254,7.95,7.954507162039093,0.09561121550659427,0.07268534412068647,0.061322607610935866
all,300.0,0.12,1.0,0.25,389,254,7.95,7.954510696467643,0.09560746660757675,0.07264015271057009,0.06137164614001237
static_replay,100.0,0.1,0.25,0.08,389,254,7.95,7.954513580214084,0.09563365866138894,0.07271333123692163,0.061272355697669055
all,300.0,0.08,1.0,0.25,389,254,7.95,7.954516739937545,0.09563698617725072,0.07264021514333341,0.06134223208247182
no_decomp,500.0,0.06,0.0,0.15,389,254,7.95,7.954519755353839,0.09571504055584953,0.07265998407766854,0.06124449256639073
no_decomp,500.0,0.06,0.0,0.25,389,254,7.95,7.954519755353839,0.09571504055584953,0.07265998407766854,0.06124449256639073
no_decomp,500.0,0.06,0.0,0.4,389,254,7.95,7.954519755353839,0.09571504055584953,0.07265998407766854,0.06124449256639073
all,200.0,0.08,0.5,0.4,389,254,7.95,7.9545268873547625,0.0957246814054064,0.07261867781609994,0.06127635617299539
static_replay,200.0,0.08,0.5,0.15,389,254,7.95,7.954527212412299,0.09564187579154386,0.07268672439814146,0.06129112423799549
static_replay,200.0,0.08,0.5,0.25,389,254,7.95,7.954527212412299,0.09564187579154386,0.07268672439814146,0.06129112423799549
static_replay,200.0,0.08,0.5,0.4,389,254,7.95,7.954527212412299,0.09564187579154386,0.07268672439814146,0.06129112423799549
all,200.0,0.06,0.25,0.25,389,254,7.95,7.954529072013039,0.09577627466084819,0.07261820136600693,0.0612253000781599
all,500.0,0.12,2.0,0.15,389,254,7.95,7.95453552721197,0.09552387680681422,0.0726659868904672,0.06143009179433632
no_decomp,200.0,0.12,2.0,0.25,389,254,7.95,7.95454107882021,0.09550458987070563,0.07269915603702778,0.061416363860165656
no_decomp,200.0,0.12,2.0,0.4,389,254,7.95,7.95454107882021,0.09550458987070563,0.07269915603702778,0.061416363860165656
no_decomp,200.0,0.12,2.0,0.15,389,254,7.95,7.9545417576665,0.09550458987070563,0.07269915603702778,0.06141638272494773
no_decomp,300.0,0.1,2.0,0.08,389,254,7.95,7.954552391151282,0.0955431252658825,0.07268317442758722,0.061394124438152245
all,2000.0,0.06,0.0,0.08,389,254,7.95,7.954568277586649,0.09572009890132181,0.07266331601478414,0.061237450691132685
no_decomp,200.0,0.1,2.0,0.25,389,254,7.95,7.954584757706518,0.09553581559404047,0.07269177882766543,0.06139372915925869
no_decomp,200.0,0.1,2.0,0.4,389,254,7.95,7.954584757706518,0.09553581559404047,0.07269177882766543,0.06139372915925869
no_decomp,200.0,0.1,2.0,0.15,389,254,7.95,7.954585323412,0.09553581559404047,0.07269177882766543,0.061393744879910415
all,300.0,0.12,0.25,0.25,389,254,7.95,7.954585916580559,0.09578680635217697,0.07262967804777448,0.0612048713855005
all,1000.0,0.2,0.0,0.08,389,254,7.95,7.954591374498854,0.09579811619705855,0.07270814488779795,0.06111524637321159
all,1000.0,0.08,0.25,0.15,389,254,7.95,7.954593887013495,0.09566135685817692,0.07266843567718659,0.061291784744133916
all,1000.0,0.08,0.25,0.25,389,254,7.95,7.954593887013495,0.09566135685817692,0.07266843567718659,0.061291784744133916
all,1000.0,0.08,0.25,0.4,389,254,7.95,7.954593887013495,0.09566135685817692,0.07266843567718659,0.061291784744133916
all,300.0,0.15,0.0,0.4,389,254,7.95,7.954597886717241,0.096136494825945,0.07263085342052739,0.06085434018263508
static_replay,200.0,0.12,0.25,0.08,389,254,7.95,7.954598069319929,0.09563882854685844,0.07271598968983879,0.06126687526684002
all,1000.0,0.12,0.25,0.08,389,254,7.95,7.954600088301245,0.09561858884325732,0.0726762625306503,0.0613268982360303
static_replay,100.0,0.06,2.0,0.15,389,254,7.95,7.954603053372522,0.0956148042091092,0.07268596196567408,0.061321065832882035
static_replay,100.0,0.06,2.0,0.25,389,254,7.95,7.954603053372522,0.0956148042091092,0.07268596196567408,0.061321065832882035
static_replay,100.0,0.06,2.0,0.4,389,254,7.95,7.954603053372522,0.0956148042091092,0.07268596196567408,0.061321065832882035
static_replay,200.0,0.06,0.25,0.08,389,254,7.95,7.954606294683408,0.09567964988492134,0.0726727207767882,0.06126955142022993
static_replay,500.0,0.08,0.25,0.08,389,254,7.95,7.954610109020033,0.0956720286999552,0.0726679282136568,0.06128207116667296
all,500.0,0.1,2.0,0.25,389,254,7.95,7.954618708211658,0.09555856658468115,0.0726626294039374,0.0614010710585228
all,500.0,0.1,2.0,0.4,389,254,7.95,7.954618708211658,0.09555856658468115,0.0726626294039374,0.0614010710585228
static_replay,100.0,0.06,1.0,0.15,389,254,7.95,7.9546217167726585,0.09563168920080525,0.07268453514838613,0.061306126304218896
static_replay,100.0,0.06,1.0,0.25,389,254,7.95,7.9546217167726585,0.09563168920080525,0.07268453514838613,0.061306126304218896
static_replay,100.0,0.06,1.0,0.4,389,254,7.95,7.9546217167726585,0.09563168920080525,0.07268453514838613,0.061306126304218896
all,500.0,0.08,1.0,0.25,389,254,7.95,7.9546241801890405,0.095617785205827,0.07265592653907237,0.06134870736550684
all,500.0,0.08,1.0,0.4,389,254,7.95,7.9546241801890405,0.095617785205827,0.07265592653907237,0.06134870736550684
all,1000.0,0.15,2.0,0.08,389,254,7.95,7.954625472227317,0.09547120786425213,0.07267904648036164,0.061472200670829744
no_decomp,500.0,0.08,1.0,0.15,389,254,7.95,7.954631281274871,0.09559671903713125,0.07267170649195268,0.06135419091660944
no_decomp,500.0,0.08,1.0,0.25,389,254,7.95,7.954631281274871,0.09559671903713125,0.07267170649195268,0.06135419091660944
no_decomp,500.0,0.08,1.0,0.4,389,254,7.95,7.954631281274871,0.09559671903713125,0.07267170649195268,0.06135419091660944
static_replay,100.0,0.15,2.0,0.15,389,254,7.95,7.95463258879523,0.09547647136087566,0.07276317867537965,0.06138300274471188
static_replay,100.0,0.15,2.0,0.25,389,254,7.95,7.95463258879523,0.09547647136087566,0.07276317867537965,0.06138300274471188
static_replay,100.0,0.15,2.0,0.4,389,254,7.95,7.95463258879523,0.09547647136087566,0.07276317867537965,0.06138300274471188
static_replay,100.0,0.06,0.25,0.08,389,254,7.95,7.954635844142355,0.09566935917638979,0.0726810796181076,0.06127230445077839
no_decomp,500.0,0.15,0.0,0.15,389,254,7.95,7.9546366878731956,0.0957033181680752,0.07267796824000579,0.06124148028401131
no_decomp,500.0,0.15,0.0,0.25,389,254,7.95,7.9546366878731956,0.0957033181680752,0.07267796824000579,0.06124148028401131
no_decomp,500.0,0.15,0.0,0.4,389,254,7.95,7.9546366878731956,0.0957033181680752,0.07267796824000579,0.06124148028401131
no_decomp,2000.0,0.15,1.0,0.08,389,254,7.95,7.954638476639153,0.09552922402840129,0.07265781083640992,0.06143578153610297
no_decomp,2000.0,0.15,1.0,0.15,389,254,7.95,7.954638476639153,0.09552922402840129,0.07265781083640992,0.06143578153610297
no_decomp,2000.0,0.15,1.0,0.25,389,254,7.95,7.954638476639153,0.09552922402840129,0.07265781083640992,0.06143578153610297
no_decomp,2000.0,0.15,1.0,0.4,389,254,7.95,7.954638476639153,0.09552922402840129,0.07265781083640992,0.06143578153610297
no_decomp,500.0,0.08,1.0,0.08,389,254,7.95,7.954643534280037,0.09559531175601328,0.07267170649195268,0.061355938702002205
all,1000.0,0.1,1.0,0.15,389,254,7.95,7.954643834544717,0.09557364059510004,0.07266945772533008,0.061379866973727555
all,1000.0,0.1,1.0,0.25,389,254,7.95,7.954643834544717,0.09557364059510004,0.07266945772533008,0.061379866973727555
all,1000.0,0.1,1.0,0.4,389,254,7.95,7.954643834544717,0.09557364059510004,0.07266945772533008,0.061379866973727555
static_replay,500.0,0.08,0.25,0.15,389,254,7.95,7.954650549095077,0.09567315250747288,0.0726679282136568,0.06128207116667296
static_replay,500.0,0.08,0.25,0.25,389,254,7.95,7.954650549095077,0.09567315250747288,0.0726679282136568,0.06128207116667296
static_replay,500.0,0.08,0.25,0.4,389,254,7.95,7.954650549095077,0.09567315250747288,0.0726679282136568,0.06128207116667296
static_replay,200.0,0.1,0.5,0.15,389,254,7.95,7.9546518220902085,0.09562719377412295,0.0727001450878245,0.06129584840168519
static_replay,200.0,0.1,0.5,0.25,389,254,7.95,7.9546518220902085,0.09562719377412295,0.0727001450878245,0.06129584840168519
static_replay,200.0,0.1,0.5,0.4,389,254,7.95,7.9546518220902085,0.09562719377412295,0.0727001450878245,0.06129584840168519
static_replay,200.0,0.06,2.0,0.15,389,254,7.95,7.954655990264725,0.09562876767535576,0.07267774190277358,0.061316793516763266
static_replay,200.0,0.06,2.0,0.25,389,254,7.95,7.954655990264725,0.09562876767535576,0.07267774190277358,0.061316793516763266
static_replay,200.0,0.06,2.0,0.4,389,254,7.95,7.954655990264725,0.09562876767535576,0.07267774190277358,0.061316793516763266
static_replay,100.0,0.04,0.0,0.15,389,254,7.95,7.954664680407464,0.09576336949667402,0.07267478392625866,0.06118539116619568
static_replay,100.0,0.04,0.0,0.25,389,254,7.95,7.954664680407464,0.09576336949667402,0.07267478392625866,0.06118539116619568
static_replay,100.0,0.04,0.0,0.4,389,254,7.95,7.954664680407464,0.09576336949667402,0.07267478392625866,0.06118539116619568
all,1000.0,0.2,1.0,0.15,389,254,7.95,7.9546655145998235,0.09545494398531883,0.07269229380025609,0.06147632998529446
all,1000.0,0.2,1.0,0.25,389,254,7.95,7.9546655145998235,0.09545494398531883,0.07269229380025609,0.06147632998529446
all,1000.0,0.2,1.0,0.4,389,254,7.95,7.9546655145998235,0.09545494398531883,0.07269229380025609,0.06147632998529446
no_decomp,2000.0,0.15,0.5,0.08,389,254,7.95,7.954667010173488,0.09553648421756872,0.07265669420456912,0.06143043090988962
no_decomp,2000.0,0.15,0.5,0.15,389,254,7.95,7.954667010173488,0.09553648421756872,0.07265669420456912,0.06143043090988962
no_decomp,2000.0,0.15,0.5,0.25,389,254,7.95,7.954667010173488,0.09553648421756872,0.07265669420456912,0.06143043090988962
no_decomp,2000.0,0.15,0.5,0.4,389,254,7.95,7.954667010173488,0.09553648421756872,0.07265669420456912,0.06143043090988962
all,300.0,0.1,2.0,0.4,389,254,7.95,7.9546680067067665,0.09557254704849395,0.07265018312417568,0.061400906852461926
no_decomp,500.0,0.12,0.25,0.08,389,254,7.95,7.954680978309447,0.0955905621862437,0.07268889662413701,0.06134453868833152
static_replay,200.0,0.06,1.0,0.15,389,254,7.95,7.954686342769612,0.09564278669939795,0.07267683629822995,0.061304523576417816
static_replay,200.0,0.06,1.0,0.25,389,254,7.95,7.954686342769612,0.09564278669939795,0.07267683629822995,0.061304523576417816
static_replay,200.0,0.06,1.0,0.4,389,254,7.95,7.954686342769612,0.09564278669939795,0.07267683629822995,0.061304523576417816
all,300.0,0.1,2.0,0.25,389,254,7.95,7.954694666590756,0.09557254704849395,0.07265018312417568,0.06140164771567424
no_decomp,500.0,0.12,0.25,0.15,389,254,7.95,7.954698344791744,0.09559622889544807,0.07268889662413701,0.061339354583885404
no_decomp,500.0,0.12,0.25,0.25,389,254,7.95,7.954698344791744,0.09559622889544807,0.07268889662413701,0.061339354583885404
no_decomp,500.0,0.12,0.25,0.4,389,254,7.95,7.954698344791744,0.09559622889544807,0.07268889662413701,0.061339354583885404
all,500.0,0.15,2.0,0.15,389,254,7.95,7.954702194464813,0.09548542472147406,0.07267239861359524,0.06146676374863607
all,200.0,0.1,0.25,0.25,389,254,7.95,7.954705152724451,0.09582878624613582,0.07260628229306246,0.061189600752865156
all,500.0,0.06,0.25,0.25,389,254,7.95,7.954706974438297,0.0957147918896368,0.07265311400442864,0.061256814022391255
all,500.0,0.06,0.25,0.4,389,254,7.95,7.954706974438297,0.0957147918896368,0.07265311400442864,0.061256814022391255
static_replay,300.0,0.06,0.5,0.08,389,254,7.95,7.954707352369872,0.09566284406113913,0.07267096448152692,0.0612909218762949
all,500.0,0.15,0.5,0.25,389,254,7.95,7.954708353841733,0.09563551533194203,0.07266496902985134,0.061324273887501564
all,500.0,0.15,0.5,0.4,389,254,7.95,7.954708353841733,0.09563551533194203,0.07266496902985134,0.061324273887501564
all,300.0,0.12,2.0,0.4,389,254,7.95,7.954719666949828,0.09554851345829415,0.0726521517478137,0.06142440742801562
all,1000.0,0.2,2.0,0.15,389,254,7.95,7.954720898325673,0.0954080918666809,0.0726919486417554,0.06152506634491873
all,1000.0,0.2,2.0,0.25,389,254,7.95,7.954720898325673,0.0954080918666809,0.0726919486417554,0.06152506634491873
all,1000.0,0.2,2.0,0.4,389,254,7.95,7.954720898325673,0.0954080918666809,0.0726919486417554,0.06152506634491873
all,500.0,0.08,0.5,0.15,389,254,7.95,7.954727063740941,0.09565614706012095,0.07265313340268491,0.06131599772391082
all,1000.0,0.04,0.0,0.08,389,254,7.95,7.954731914499624,0.09574950515012136,0.07265785788285824,0.061218049953537954
no_decomp,200.0,0.08,0.0,0.08,389,254,7.95,7.954736624996728,0.09574237614397861,0.07267686106602533,0.061206306678520415
static_replay,300.0,0.15,0.5,0.15,389,254,7.95,7.954749392637783,0.09559072362589212,0.07272471850459117,0.06131045656341666
static_replay,300.0,0.15,0.5,0.25,389,254,7.95,7.954749392637783,0.09559072362589212,0.07272471850459117,0.06131045656341666
static_replay,300.0,0.15,0.5,0.4,389,254,7.95,7.954749392637783,0.09559072362589212,0.07272471850459117,0.06131045656341666
all,300.0,0.12,2.0,0.25,389,254,7.95,7.954751658810233,0.09554851345829415,0.0726521517478137,0.06142529646341208
static_replay,300.0,0.06,1.0,0.15,389,254,7.95,7.954752377093444,0.09564786377225551,0.07267198978476201,0.06130612807317694
static_replay,300.0,0.06,1.0,0.25,389,254,7.95,7.954752377093444,0.09564786377225551,0.07267198978476201,0.06130612807317694
static_replay,300.0,0.06,1.0,0.4,389,254,7.95,7.954752377093444,0.09564786377225551,0.07267198978476201,0.06130612807317694
static_replay,300.0,0.06,2.0,0.08,389,254,7.95,7.954753407627924,0.09563708859215572,0.0726725114972679,0.0613164101787265
static_replay,200.0,0.04,0.0,0.15,389,254,7.95,7.954756044790856,0.09576315876010844,0.07266814707868526,0.06119477771458383
static_replay,200.0,0.04,0.0,0.25,389,254,7.95,7.954756044790856,0.09576315876010844,0.07266814707868526,0.06119477771458383
static_replay,200.0,0.04,0.0,0.4,389,254,7.95,7.954756044790856,0.09576315876010844,0.07266814707868526,0.06119477771458383
all,200.0,0.08,0.5,0.25,389,254,7.95,7.9547594168408065,0.0957246814054064,0.07261867781609994,0.061282818039180696
all,300.0,0.08,0.25,0.15,389,254,7.95,7.954763124655551,0.09574683262462333,0.07263047736776106,0.06124897030631687
all,1000.0,0.1,0.25,0.08,389,254,7.95,7.9547724308333345,0.09563730505003382,0.0726702754433597,0.06131895841855741
no_decomp,500.0,0.1,0.25,0.08,389,254,7.95,7.9547740297182035,0.09561282555399624,0.07268086217279224,0.06133289561723814
static_replay,300.0,0.1,0.25,0.15,389,254,7.95,7.95477543650871,0.09566342542107463,0.07269248515181934,0.06127071186501735
static_replay,300.0,0.1,0.25,0.25,389,254,7.95,7.95477543650871,0.09566342542107463,0.07269248515181934,0.06127071186501735
static_replay,300.0,0.1,0.25,0.4,389,254,7.95,7.95477543650871,0.09566342542107463,0.07269248515181934,0.06127071186501735
all,100.0,0.08,0.25,0.4,389,254,7.95,7.9547771878847096,0.09588416298475107,0.07257400546673622,0.06116850265613696
all,500.0,0.1,2.0,0.15,389,254,7.95,7.954783258727938,0.09555856658468115,0.0726626294039374,0.061405643824176986
no_decomp,500.0,0.1,0.25,0.15,389,254,7.95,7.9547885018430575,0.09561754781227765,0.07268086217279224,0.061328575530810815
no_decomp,500.0,0.1,0.25,0.25,389,254,7.95,7.9547885018430575,0.09561754781227765,0.07268086217279224,0.061328575530810815
no_decomp,500.0,0.1,0.25,0.4,389,254,7.95,7.9547885018430575,0.09561754781227765,0.07268086217279224,0.061328575530810815
no_decomp,300.0,0.06,0.0,0.08,389,254,7.95,7.954790351268626,0.0957304858924678,0.07266679472836175,0.06122975628949847
all,200.0,0.08,1.0,0.4,389,254,7.95,7.954790998791328,0.09565863331967457,0.07262847562084879,0.06133994596407851
static_replay,300.0,0.08,0.25,0.15,389,254,7.95,7.954809667056306,0.09567523303410724,0.07268132564018323,0.061271015010344855
static_replay,300.0,0.08,0.25,0.25,389,254,7.95,7.954809667056306,0.09567523303410724,0.07268132564018323,0.061271015010344855
static_replay,300.0,0.08,0.25,0.4,389,254,7.95,7.954809667056306,0.09567523303410724,0.07268132564018323,0.061271015010344855
static_replay,1000.0,0.1,0.25,0.08,389,254,7.95,7.954813045561471,0.09566062954149342,0.07265841592140503,0.06130862210838635
static_replay,1000.0,0.1,0.25,0.15,389,254,7.95,7.954813045561471,0.09566062954149342,0.07265841592140503,0.06130862210838635
static_replay,1000.0,0.1,0.25,0.25,389,254,7.95,7.954813045561471,0.09566062954149342,0.07265841592140503,0.06130862210838635
static_replay,1000.0,0.1,0.25,0.4,389,254,7.95,7.954813045561471,0.09566062954149342,0.07265841592140503,0.06130862210838635
no_decomp,300.0,0.06,0.0,0.15,389,254,7.95,7.954814806881183,0.09574140151370295,0.0726674237762616,0.06121889122734593
no_decomp,300.0,0.06,0.0,0.25,389,254,7.95,7.954814806881183,0.09574140151370295,0.0726674237762616,0.06121889122734593
no_decomp,300.0,0.06,0.0,0.4,389,254,7.95,7.954814806881183,0.09574140151370295,0.0726674237762616,0.06121889122734593
all,1000.0,0.1,0.5,0.08,389,254,7.95,7.954819436745919,0.09560061839488232,0.07266956490912178,0.06135766187448689
no_decomp,200.0,0.1,2.0,0.08,389,254,7.95,7.954820219912739,0.09553666461419084,0.07269194546886537,0.06139925685917306
no_decomp,500.0,0.08,0.5,0.15,389,254,7.95,7.954822839091302,0.09561618916442662,0.07267472766932782,0.06133702289388253
no_decomp,500.0,0.08,0.5,0.25,389,254,7.95,7.954822839091302,0.09561618916442662,0.07267472766932782,0.06133702289388253
no_decomp,500.0,0.08,0.5,0.4,389,254,7.95,7.954822839091302,0.09561618916442662,0.07267472766932782,0.06133702289388253
no_decomp,200.0,0.12,2.0,0.08,389,254,7.95,7.954823633490826,0.09550560869566525,0.07269935600692605,0.06142299710093373
no_decomp,1000.0,0.1,2.0,0.08,389,254,7.95,7.954823857801618,0.0955790897904861,0.07266341629178774,0.06138546195471396
no_decomp,1000.0,0.1,2.0,0.15,389,254,7.95,7.954823857801618,0.0955790897904861,0.07266341629178774,0.06138546195471396
no_decomp,1000.0,0.1,2.0,0.25,389,254,7.95,7.954823857801618,0.0955790897904861,0.07266341629178774,0.06138546195471396
no_decomp,1000.0,0.1,2.0,0.4,389,254,7.95,7.954823857801618,0.0955790897904861,0.07266341629178774,0.06138546195471396
all,1000.0,0.15,0.5,0.08,389,254,7.95,7.954824537150684,0.09555011732741278,0.07268253515484273,0.06139533443343666
no_decomp,500.0,0.08,0.5,0.08,389,254,7.95,7.954825065534865,0.09561364425582562,0.07267472766932782,0.061339629674018785
all,200.0,0.06,0.5,0.4,389,254,7.95,7.954828437480899,0.0957258838139962,0.07262409336845878,0.06127811812107882
static_replay,100.0,0.08,0.0,0.15,389,254,7.95,7.954831467787837,0.0957841175412035,0.07270595935419943,0.061138102618543716
static_replay,100.0,0.08,0.0,0.25,389,254,7.95,7.954831467787837,0.0957841175412035,0.07270595935419943,0.061138102618543716
static_replay,100.0,0.08,0.0,0.4,389,254,7.95,7.954831467787837,0.0957841175412035,0.07270595935419943,0.061138102618543716
all,300.0,0.06,0.5,0.4,389,254,7.95,7.95484987457995,0.09570510871721706,0.07263816649409172,0.06128541581630454
no_decomp,300.0,0.1,0.0,0.15,389,254,7.95,7.9548547548286,0.09574178234794045,0.07268046070405564,0.06120658359477307
no_decomp,300.0,0.1,0.0,0.25,389,254,7.95,7.9548547548286,0.09574178234794045,0.07268046070405564,0.06120658359477307
no_decomp,300.0,0.1,0.0,0.4,389,254,7.95,7.9548547548286,0.09574178234794045,0.07268046070405564,0.06120658359477307
static_replay,300.0,0.04,0.0,0.15,389,254,7.95,7.95485563813163,0.09575861596107393,0.07266372440051884,0.06120651083163187
static_replay,300.0,0.04,0.0,0.25,389,254,7.95,7.95485563813163,0.09575861596107393,0.07266372440051884,0.06120651083163187
static_replay,300.0,0.04,0.0,0.4,389,254,7.95,7.95485563813163,0.09575861596107393,0.07266372440051884,0.06120651083163187
static_replay,300.0,0.06,2.0,0.15,389,254,7.95,7.954862315826161,0.09563911183006435,0.07267351475351153,0.0613164101787265
static_replay,300.0,0.06,2.0,0.25,389,254,7.95,7.954862315826161,0.09563911183006435,0.07267351475351153,0.0613164101787265
static_replay,300.0,0.06,2.0,0.4,389,254,7.95,7.954862315826161,0.09563911183006435,0.07267351475351153,0.0613164101787265
all,500.0,0.08,1.0,0.15,389,254,7.95,7.954862932009288,0.095617785205827,0.07265592653907237,0.06135534214075719
no_decomp,1000.0,0.08,0.5,0.08,389,254,7.95,7.954865322450666,0.0956191534358826,0.07266166489370977,0.06134830198497619
no_decomp,1000.0,0.08,0.5,0.15,389,254,7.95,7.954865322450666,0.0956191534358826,0.07266166489370977,0.06134830198497619
no_decomp,1000.0,0.08,0.5,0.25,389,254,7.95,7.954865322450666,0.0956191534358826,0.07266166489370977,0.06134830198497619
no_decomp,1000.0,0.08,0.5,0.4,389,254,7.95,7.954865322450666,0.0956191534358826,0.07266166489370977,0.06134830198497619
no_decomp,300.0,0.15,1.0,0.15,389,254,7.95,7.954865937935396,0.09550470152700477,0.07270873767685948,0.06141569821465043
no_decomp,300.0,0.15,1.0,0.25,389,254,7.95,7.954865937935396,0.09550470152700477,0.07270873767685948,0.06141569821465043
no_decomp,300.0,0.15,1.0,0.4,389,254,7.95,7.954865937935396,0.09550470152700477,0.07270873767685948,0.06141569821465043
no_decomp,300.0,0.08,1.0,0.15,389,254,7.95,7.9548731385565175,0.09559653260858413,0.07268141883559144,0.06135138607520908
no_decomp,300.0,0.08,1.0,0.25,389,254,7.95,7.9548731385565175,0.09559653260858413,0.07268141883559144,0.06135138607520908
no_decomp,300.0,0.08,1.0,0.4,389,254,7.95,7.9548731385565175,0.09559653260858413,0.07268141883559144,0.06135138607520908
all,200.0,0.1,0.5,0.4,389,254,7.95,7.954875693818608,0.09574090312227089,0.0726139111774647,0.06127459422882141
all,300.0,0.1,1.0,0.15,389,254,7.95,7.954882955360376,0.09561824781349396,0.07264018392323947,0.06137117858562349
all,300.0,0.1,0.25,0.15,389,254,7.95,7.954897627914059,0.09576036202029901,0.07262824196417758,0.06124141407912255
all,300.0,0.06,0.5,0.25,389,254,7.95,7.954907086691021,0.09570510871721706,0.07263816649409172,0.061287005705854665
