candidate_id,model_family,target_configs,daily_lags,weekly_lags,monthly_weight,daily_weight,weekly_weight,use_bias,calibration_metric_percent,pretest_metric_percent
targetwise_00010,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00010,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00017,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00017,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00018,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00018,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00019,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00019,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00020,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00020,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00047,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00047,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00048,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00048,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00049,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00049,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00050,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00050,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 5, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00057,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00057,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00058,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00058,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00059,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00059,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00060,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,False,7.84,8.24
targetwise_00060,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 5, ""daily_weight"": 0.1, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 6, ""weekly_weight"": 0.85}}",,,,,,True,7.84,8.24
targetwise_00067,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00067,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00068,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00068,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00069,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00069,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00070,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00070,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00077,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00077,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00078,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00078,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 2, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00079,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00079,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 3, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00080,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,False,7.84,8.24
targetwise_00080,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 0.95, ""monthly_lags"": 1, ""monthly_weight"": 0.05, ""weekly_lags"": 4, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.2, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 6, ""weekly_weight"": 0.8}}",,,,,,True,7.84,8.24
targetwise_00081,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 1.0, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.25, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.75}}",,,,,,False,7.84,8.24
targetwise_00081,targetwise_past_only_blend,"{""at_least_one"": {""daily_lags"": 5, ""daily_weight"": 0.15, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.85}, ""at_least_three"": {""daily_lags"": 8, ""daily_weight"": 1.0, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 1, ""weekly_weight"": 0.0}, ""at_least_two"": {""daily_lags"": 8, ""daily_weight"": 0.25, ""monthly_lags"": 1, ""monthly_weight"": 0.0, ""weekly_lags"": 5, ""weekly_weight"": 0.75}}",,,,,,True,7.84,8.24
