feature_source,feature_set,alpha,correction_weight,uncertainty_weight,correction_clip,half_life_hours,train_rows,selection_rows,selection_metric_percent,selection_metric_raw_percent,selection_at_least_one_abs_log_error,selection_at_least_two_abs_log_error,selection_at_least_three_abs_log_error
standard,all,500.0,0.22,0.5,0.25,168.0,389,254,7.95,7.945125313681123,0.09503287951602495,0.07268338709190914,0.06164217258022598
standard,all,500.0,0.22,0.5,0.4,168.0,389,254,7.95,7.945125313681123,0.09503287951602495,0.07268338709190914,0.06164217258022598
standard,all,500.0,0.2,0.5,0.08,168.0,389,254,7.95,7.945125589639779,0.09507910625070577,0.07265770679799814,0.06162163380887146
standard,all,500.0,0.18,0.5,0.15,336.0,389,254,7.95,7.945125943781539,0.09530896146562039,0.0725957303472435,0.06145376488698346
standard,no_decomp,500.0,0.2,0.0,0.15,168.0,389,254,7.95,7.94512871330999,0.0949670304841272,0.07264057108837511,0.061750932097797875
standard,no_decomp,500.0,0.2,0.0,0.25,168.0,389,254,7.95,7.94512871330999,0.0949670304841272,0.07264057108837511,0.061750932097797875
standard,no_decomp,500.0,0.2,0.0,0.4,168.0,389,254,7.95,7.94512871330999,0.0949670304841272,0.07264057108837511,0.061750932097797875
standard,all,500.0,0.2,0.25,0.08,240.0,389,254,7.95,7.945128926310341,0.09525256184043913,0.07260342496931059,0.06150255278023448
standard,all,500.0,0.18,0.5,0.08,240.0,389,254,7.95,7.9451359574409075,0.0952304011904858,0.0726042480659911,0.061524085741963656
standard,static_replay,300.0,0.12,0.0,0.08,336.0,389,254,7.95,7.945137920550427,0.09545367029555468,0.07262814070147934,0.06127697855994174
standard,no_decomp,500.0,0.18,0.25,0.15,336.0,389,254,7.95,7.94513931115759,0.09520843663802699,0.07262029749785703,0.06153009406870053
standard,no_decomp,500.0,0.18,0.25,0.25,336.0,389,254,7.95,7.94513931115759,0.09520843663802699,0.07262029749785703,0.06153009406870053
standard,no_decomp,500.0,0.18,0.25,0.4,336.0,389,254,7.95,7.94513931115759,0.09520843663802699,0.07262029749785703,0.06153009406870053
standard,no_decomp,500.0,0.18,0.75,0.15,336.0,389,254,7.95,7.945153158831841,0.09519002605593374,0.07263354303174635,0.061535643969991706
standard,no_decomp,500.0,0.18,0.75,0.25,336.0,389,254,7.95,7.945153158831841,0.09519002605593374,0.07263354303174635,0.061535643969991706
standard,no_decomp,500.0,0.18,0.75,0.4,336.0,389,254,7.95,7.945153158831841,0.09519002605593374,0.07263354303174635,0.061535643969991706
standard,all,1000.0,0.12,0.25,0.15,336.0,389,254,7.95,7.945165605994697,0.09541027053189266,0.0725920637438748,0.06135722471208552
standard,all,1000.0,0.25,1.0,0.15,336.0,389,254,7.95,7.945168925161705,0.09512218062067508,0.07260645288231482,0.061631017730780877
standard,all,1000.0,0.15,0.5,0.25,336.0,389,254,7.95,7.945177148458504,0.0953244701102629,0.07259772314178731,0.06143768652265225
standard,all,1000.0,0.15,0.5,0.4,336.0,389,254,7.95,7.945177148458504,0.0953244701102629,0.07259772314178731,0.06143768652265225
standard,no_decomp,400.0,0.18,0.5,0.15,96.0,389,254,7.95,7.945189892038895,0.09473371034475875,0.07280342389210183,0.061823099705947696
standard,no_decomp,400.0,0.18,0.5,0.25,96.0,389,254,7.95,7.945189892038895,0.09473371034475875,0.07280342389210183,0.061823099705947696
standard,no_decomp,400.0,0.18,0.5,0.4,96.0,389,254,7.95,7.945189892038895,0.09473371034475875,0.07280342389210183,0.061823099705947696
standard,no_decomp,400.0,0.25,1.0,0.15,240.0,389,254,7.95,7.945191718421851,0.09495299527586272,0.0727017607163768,0.061705528709188356
standard,no_decomp,400.0,0.25,1.0,0.25,240.0,389,254,7.95,7.945191718421851,0.09495299527586272,0.0727017607163768,0.061705528709188356
standard,no_decomp,400.0,0.25,1.0,0.4,240.0,389,254,7.95,7.945191718421851,0.09495299527586272,0.0727017607163768,0.061705528709188356
standard,no_decomp,750.0,0.18,0.75,0.15,336.0,389,254,7.95,7.9452002645227005,0.09522416913096474,0.07260994616485021,0.061526406917827105
standard,no_decomp,750.0,0.18,0.75,0.25,336.0,389,254,7.95,7.9452002645227005,0.09522416913096474,0.07260994616485021,0.061526406917827105
standard,no_decomp,750.0,0.18,0.75,0.4,336.0,389,254,7.95,7.9452002645227005,0.09522416913096474,0.07260994616485021,0.061526406917827105
standard,all,500.0,0.15,0.5,0.08,168.0,389,254,7.95,7.9452026816249965,0.09519684741569043,0.07263457107694579,0.06152917089682111
standard,no_decomp,400.0,0.2,0.5,0.15,96.0,389,254,7.95,7.945206223672807,0.09464482928565852,0.0728243273897169,0.061891531154243916
standard,no_decomp,400.0,0.2,0.5,0.25,96.0,389,254,7.95,7.945206223672807,0.09464482928565852,0.0728243273897169,0.061891531154243916
standard,no_decomp,400.0,0.2,0.5,0.4,96.0,389,254,7.95,7.945206223672807,0.09464482928565852,0.0728243273897169,0.061891531154243916
standard,all,1500.0,0.18,0.25,0.08,336.0,389,254,7.95,7.945213510410021,0.09531212989585726,0.07257850242028734,0.06147025802557961
standard,no_decomp,400.0,0.2,1.0,0.15,240.0,389,254,7.95,7.945220318019319,0.09505897718457205,0.07268182751791559,0.06162027483546441
standard,no_decomp,400.0,0.2,1.0,0.25,240.0,389,254,7.95,7.945220318019319,0.09505897718457205,0.07268182751791559,0.06162027483546441
standard,no_decomp,400.0,0.2,1.0,0.4,240.0,389,254,7.95,7.945220318019319,0.09505897718457205,0.07268182751791559,0.06162027483546441
standard,all,500.0,0.12,0.5,0.25,240.0,389,254,7.95,7.9452212972472624,0.09535127946217076,0.07261576298325476,0.061394064307106457
standard,all,500.0,0.12,0.5,0.4,240.0,389,254,7.95,7.9452212972472624,0.09535127946217076,0.07261576298325476,0.061394064307106457
standard,all,100.0,0.12,0.0,0.08,120.0,389,254,7.95,7.945226706712094,0.09542632133866273,0.07265807876093641,0.06127685699209455
standard,no_decomp,750.0,0.3,2.0,0.15,336.0,389,254,7.95,7.945230002354631,0.09503804532823049,0.07262703818690204,0.06169626516863791
standard,no_decomp,750.0,0.3,2.0,0.25,336.0,389,254,7.95,7.945230002354631,0.09503804532823049,0.07262703818690204,0.06169626516863791
standard,no_decomp,750.0,0.3,2.0,0.4,336.0,389,254,7.95,7.945230002354631,0.09503804532823049,0.07262703818690204,0.06169626516863791
standard,no_decomp,400.0,0.22,0.75,0.15,336.0,389,254,7.95,7.945243445138206,0.09510225316156071,0.07265899648037326,0.06160047264193161
standard,no_decomp,400.0,0.22,0.75,0.25,336.0,389,254,7.95,7.945243445138206,0.09510225316156071,0.07265899648037326,0.06160047264193161
standard,no_decomp,400.0,0.22,0.75,0.4,336.0,389,254,7.95,7.945243445138206,0.09510225316156071,0.07265899648037326,0.06160047264193161
standard,all,500.0,0.15,0.5,0.15,336.0,389,254,7.95,7.9452438947001935,0.0953474105960387,0.07259490172825081,0.0614194224537438
standard,no_decomp,750.0,0.15,0.5,0.15,240.0,389,254,7.95,7.945247309279191,0.0952374237995576,0.07262014564311893,0.06150426023288483
standard,no_decomp,750.0,0.15,0.5,0.25,240.0,389,254,7.95,7.945247309279191,0.0952374237995576,0.07262014564311893,0.06150426023288483
standard,no_decomp,750.0,0.15,0.5,0.4,240.0,389,254,7.95,7.945247309279191,0.0952374237995576,0.07262014564311893,0.06150426023288483
standard,all,1500.0,0.12,0.25,0.08,120.0,389,254,7.95,7.945248554651996,0.09524514861222176,0.07262493815790742,0.06149177751666801
standard,no_decomp,400.0,0.2,0.25,0.15,96.0,389,254,7.95,7.945253378920625,0.09460273739787187,0.07283098175863782,0.06192827920571672
standard,no_decomp,400.0,0.2,0.25,0.25,96.0,389,254,7.95,7.945253378920625,0.09460273739787187,0.07283098175863782,0.06192827920571672
standard,no_decomp,400.0,0.2,0.25,0.4,96.0,389,254,7.95,7.945253378920625,0.09460273739787187,0.07283098175863782,0.06192827920571672
standard,all,1000.0,0.3,0.0,0.08,240.0,389,254,7.95,7.945253780563499,0.09516543560897453,0.07257886693057404,0.06161770698508282
standard,no_decomp,750.0,0.3,2.0,0.15,168.0,389,254,7.95,7.945256953103774,0.09486878920645979,0.07268369436113134,0.061809614127852235
standard,no_decomp,750.0,0.3,2.0,0.25,168.0,389,254,7.95,7.945256953103774,0.09486878920645979,0.07268369436113134,0.061809614127852235
standard,no_decomp,750.0,0.3,2.0,0.4,168.0,389,254,7.95,7.945256953103774,0.09486878920645979,0.07268369436113134,0.061809614127852235
standard,no_decomp,400.0,0.2,0.75,0.15,336.0,389,254,7.95,7.945257618907875,0.09513516207895728,0.07265568268141367,0.06157127143900988
standard,no_decomp,400.0,0.2,0.75,0.25,336.0,389,254,7.95,7.945257618907875,0.09513516207895728,0.07265568268141367,0.06157127143900988
standard,no_decomp,400.0,0.2,0.75,0.4,336.0,389,254,7.95,7.945257618907875,0.09513516207895728,0.07265568268141367,0.06157127143900988
standard,all,1000.0,0.3,1.0,0.25,336.0,389,254,7.95,7.945264859373413,0.09505564559471566,0.07260611944391783,0.061700552386779864
standard,all,1000.0,0.3,1.0,0.4,336.0,389,254,7.95,7.945264859373413,0.09505564559471566,0.07260611944391783,0.061700552386779864
standard,no_decomp,750.0,0.3,0.25,0.15,72.0,389,254,7.95,7.9452665594393235,0.09412695959573945,0.07290159793835317,0.06233380713931921
standard,no_decomp,750.0,0.3,0.25,0.25,72.0,389,254,7.95,7.9452665594393235,0.09412695959573945,0.07290159793835317,0.06233380713931921
standard,no_decomp,750.0,0.3,0.25,0.4,72.0,389,254,7.95,7.9452665594393235,0.09412695959573945,0.07290159793835317,0.06233380713931921
standard,static_replay,300.0,0.12,0.0,0.25,336.0,389,254,7.95,7.945271496712447,0.09545989880493574,0.07262814070147934,0.061274462383008835
standard,static_replay,300.0,0.12,0.0,0.4,336.0,389,254,7.95,7.945271496712447,0.09545989880493574,0.07262814070147934,0.061274462383008835
standard,all,1000.0,0.2,1.0,0.25,120.0,389,254,7.95,7.945275793203455,0.09495155472644956,0.07269211421253151,0.06171895235792226
standard,all,1000.0,0.2,1.0,0.4,120.0,389,254,7.95,7.945275793203455,0.09495155472644956,0.07269211421253151,0.06171895235792226
hazard,all,300.0,0.12,0.0,0.25,168.0,389,254,7.95,7.9452766228765626,0.09553458696620612,0.07270417074295124,0.06112388664590446
standard,all,1500.0,0.25,0.5,0.08,336.0,389,254,7.95,7.945279658666138,0.09517579989028432,0.07257880142237912,0.06160812741263619
standard,all,1000.0,0.15,0.5,0.15,336.0,389,254,7.95,7.945281253454972,0.0953244701102629,0.07259772314178731,0.061440579795395585
standard,all,500.0,0.22,0.0,0.15,120.0,389,254,7.95,7.945286130371154,0.09499780695851996,0.07266282300963466,0.06170227861785284
standard,all,1000.0,0.3,1.0,0.15,336.0,389,254,7.95,7.945294257187374,0.09505564559471566,0.07260611944391783,0.06170136940668308
standard,no_decomp,400.0,0.18,0.5,0.15,336.0,389,254,7.95,7.945295658048868,0.09518381092867599,0.07264717132530658,0.06153219112387365
standard,no_decomp,400.0,0.18,0.5,0.25,336.0,389,254,7.95,7.945295658048868,0.09518381092867599,0.07264717132530658,0.06153219112387365
standard,no_decomp,400.0,0.18,0.5,0.4,336.0,389,254,7.95,7.945295658048868,0.09518381092867599,0.07264717132530658,0.06153219112387365
standard,all,1500.0,0.3,1.0,0.08,168.0,389,254,7.95,7.945298144009905,0.09487396898867201,0.07264829703603067,0.06184097644262155
standard,all,500.0,0.2,0.5,0.08,240.0,389,254,7.95,7.945299373447101,0.09519488232650457,0.0726123645168553,0.06155602979230395
standard,no_decomp,500.0,0.2,1.0,0.15,120.0,389,254,7.95,7.945300031892866,0.09486009330170339,0.0727400009645228,0.06176320066886567
standard,no_decomp,500.0,0.2,1.0,0.25,120.0,389,254,7.95,7.945300031892866,0.09486009330170339,0.0727400009645228,0.06176320066886567
standard,no_decomp,500.0,0.2,1.0,0.4,120.0,389,254,7.95,7.945300031892866,0.09486009330170339,0.0727400009645228,0.06176320066886567
standard,all,1000.0,0.25,0.25,0.15,336.0,389,254,7.95,7.945300246067899,0.09521049160343523,0.07258462974592289,0.06156817953805495
standard,all,1500.0,0.3,1.0,0.15,240.0,389,254,7.95,7.945300577459569,0.09499422192341814,0.07261889972849422,0.06175018844548977
standard,all,1500.0,0.3,1.0,0.25,240.0,389,254,7.95,7.945300577459569,0.09499422192341814,0.07261889972849422,0.06175018844548977
standard,all,1500.0,0.3,1.0,0.4,240.0,389,254,7.95,7.945300577459569,0.09499422192341814,0.07261889972849422,0.06175018844548977
standard,all,150.0,0.15,0.0,0.08,336.0,389,254,7.95,7.945302494072148,0.09578388315375518,0.07253488561937521,0.06104459459048778
standard,all,500.0,0.2,0.0,0.25,72.0,389,254,7.95,7.945306597008184,0.09467520269037899,0.07278310151715893,0.06190517318427354
standard,all,500.0,0.2,0.0,0.4,72.0,389,254,7.95,7.945306597008184,0.09467520269037899,0.07278310151715893,0.06190517318427354
standard,all,1000.0,0.12,0.5,0.25,120.0,389,254,7.95,7.945315565669264,0.09521057265679166,0.07264865388986738,0.06150450010084479
standard,all,1000.0,0.12,0.5,0.4,120.0,389,254,7.95,7.945315565669264,0.09521057265679166,0.07264865388986738,0.06150450010084479
standard,all,300.0,0.12,0.0,0.4,72.0,389,254,7.95,7.945319986827681,0.09513701557661682,0.07274257445595715,0.06148425948709857
standard,no_decomp,400.0,0.15,0.5,0.15,240.0,389,254,7.95,7.94532123094025,0.09518199881207837,0.07265947491555666,0.06152241036822513
standard,no_decomp,400.0,0.15,0.5,0.25,240.0,389,254,7.95,7.94532123094025,0.09518199881207837,0.07265947491555666,0.06152241036822513
standard,no_decomp,400.0,0.15,0.5,0.4,240.0,389,254,7.95,7.94532123094025,0.09518199881207837,0.07265947491555666,0.06152241036822513
standard,no_decomp,400.0,0.25,0.5,0.15,120.0,389,254,7.95,7.945322981740066,0.09459659495883364,0.07282694030892599,0.0619403974860632
standard,no_decomp,400.0,0.25,0.5,0.25,120.0,389,254,7.95,7.945322981740066,0.09459659495883364,0.07282694030892599,0.0619403974860632
standard,no_decomp,400.0,0.25,0.5,0.4,120.0,389,254,7.95,7.945322981740066,0.09459659495883364,0.07282694030892599,0.0619403974860632
standard,all,500.0,0.22,0.0,0.15,168.0,389,254,7.95,7.945326279560305,0.0952274469635755,0.07260317628760966,0.06153340115515506
standard,no_decomp,500.0,0.2,0.25,0.15,336.0,389,254,7.95,7.945327488341825,0.09517030870370231,0.07262659829427086,0.06156715100263819
standard,no_decomp,500.0,0.2,0.25,0.25,336.0,389,254,7.95,7.945327488341825,0.09517030870370231,0.07262659829427086,0.06156715100263819
standard,no_decomp,500.0,0.2,0.25,0.4,336.0,389,254,7.95,7.945327488341825,0.09517030870370231,0.07262659829427086,0.06156715100263819
standard,no_decomp,400.0,0.18,0.75,0.15,120.0,389,254,7.95,7.945330352196489,0.09486997636642902,0.07275699663358116,0.06173716459241004
standard,no_decomp,400.0,0.18,0.75,0.25,120.0,389,254,7.95,7.945330352196489,0.09486997636642902,0.07275699663358116,0.06173716459241004
standard,no_decomp,400.0,0.18,0.75,0.4,120.0,389,254,7.95,7.945330352196489,0.09486997636642902,0.07275699663358116,0.06173716459241004
standard,no_decomp,750.0,0.22,1.0,0.15,96.0,389,254,7.95,7.945331925558086,0.09478578464053779,0.07273704337514206,0.06184135330336334
standard,no_decomp,750.0,0.22,1.0,0.25,96.0,389,254,7.95,7.945331925558086,0.09478578464053779,0.07273704337514206,0.06184135330336334
standard,no_decomp,750.0,0.22,1.0,0.4,96.0,389,254,7.95,7.945331925558086,0.09478578464053779,0.07273704337514206,0.06184135330336334
standard,all,1000.0,0.2,1.0,0.15,120.0,389,254,7.95,7.945334064995069,0.09495155472644956,0.07269211421253151,0.06172057183896388
standard,no_decomp,500.0,0.15,0.75,0.15,168.0,389,254,7.95,7.945337879525027,0.0951241902878758,0.0726729255800689,0.0615672309228236
standard,no_decomp,500.0,0.15,0.75,0.25,168.0,389,254,7.95,7.945337879525027,0.0951241902878758,0.0726729255800689,0.0615672309228236
standard,no_decomp,500.0,0.15,0.75,0.4,168.0,389,254,7.95,7.945337879525027,0.0951241902878758,0.0726729255800689,0.0615672309228236
standard,all,500.0,0.18,0.25,0.08,336.0,389,254,7.95,7.945340848796922,0.09536365567183155,0.07257812786848042,0.06142264577199708
standard,no_decomp,400.0,0.2,0.5,0.15,336.0,389,254,7.95,7.945346163502154,0.09514774686248202,0.07264990761472409,0.06156692254055395
standard,no_decomp,400.0,0.2,0.5,0.25,336.0,389,254,7.95,7.945346163502154,0.09514774686248202,0.07264990761472409,0.06156692254055395
standard,no_decomp,400.0,0.2,0.5,0.4,336.0,389,254,7.95,7.945346163502154,0.09514774686248202,0.07264990761472409,0.06156692254055395
standard,no_decomp,500.0,0.25,0.25,0.15,240.0,389,254,7.95,7.9453495901951054,0.09497934901904737,0.07267116834357132,0.06171415488924878
standard,no_decomp,500.0,0.25,0.25,0.25,240.0,389,254,7.95,7.9453495901951054,0.09497934901904737,0.07267116834357132,0.06171415488924878
standard,no_decomp,500.0,0.25,0.25,0.4,240.0,389,254,7.95,7.9453495901951054,0.09497934901904737,0.07267116834357132,0.06171415488924878
standard,no_decomp,500.0,0.2,0.75,0.15,96.0,389,254,7.95,7.94535643128409,0.09472771461675197,0.07278401676075204,0.06185313100081525
standard,no_decomp,500.0,0.2,0.75,0.25,96.0,389,254,7.95,7.94535643128409,0.09472771461675197,0.07278401676075204,0.06185313100081525
standard,no_decomp,500.0,0.2,0.75,0.4,96.0,389,254,7.95,7.94535643128409,0.09472771461675197,0.07278401676075204,0.06185313100081525
standard,no_decomp,500.0,0.18,0.0,0.15,240.0,389,254,7.95,7.945356686741478,0.09516743124940501,0.07260368276872779,0.061593755459817094
standard,no_decomp,500.0,0.18,0.0,0.25,240.0,389,254,7.95,7.945356686741478,0.09516743124940501,0.07260368276872779,0.061593755459817094
standard,no_decomp,500.0,0.18,0.0,0.4,240.0,389,254,7.95,7.945356686741478,0.09516743124940501,0.07260368276872779,0.061593755459817094
standard,no_decomp,750.0,0.3,0.5,0.15,72.0,389,254,7.95,7.9453620528965985,0.09421036605123918,0.07288177106004388,0.06227288150198384
standard,no_decomp,750.0,0.3,0.5,0.25,72.0,389,254,7.95,7.9453620528965985,0.09421036605123918,0.07288177106004388,0.06227288150198384
standard,no_decomp,750.0,0.3,0.5,0.4,72.0,389,254,7.95,7.9453620528965985,0.09421036605123918,0.07288177106004388,0.06227288150198384
standard,all,1000.0,0.25,0.25,0.25,336.0,389,254,7.95,7.945364882950368,0.09521049160343523,0.07258462974592289,0.06156997591630303
standard,all,1000.0,0.25,0.25,0.4,336.0,389,254,7.95,7.945364882950368,0.09521049160343523,0.07258462974592289,0.06156997591630303
standard,no_decomp,750.0,0.3,0.25,0.15,336.0,389,254,7.95,7.9453721217664475,0.09503500731768647,0.07260465899440657,0.061725632133559145
standard,no_decomp,750.0,0.3,0.25,0.25,336.0,389,254,7.95,7.9453721217664475,0.09503500731768647,0.07260465899440657,0.061725632133559145
standard,no_decomp,750.0,0.3,0.25,0.4,336.0,389,254,7.95,7.9453721217664475,0.09503500731768647,0.07260465899440657,0.061725632133559145
standard,all,1000.0,0.12,0.5,0.15,120.0,389,254,7.95,7.945376485681632,0.09521057265679166,0.07264865388986738,0.06150619318020286
hazard,all,100.0,0.08,0.0,0.4,168.0,389,254,7.95,7.945379246017126,0.09572386615911681,0.07262498663991836,0.061016643642611584
standard,all,500.0,0.2,0.25,0.15,168.0,389,254,7.95,7.94538549158883,0.0951106459249238,0.07265861707088364,0.06159640702172309
standard,all,500.0,0.22,0.5,0.15,168.0,389,254,7.95,7.945386054455095,0.09503287951602495,0.07268338709190914,0.06164941905268078
hazard,all,300.0,0.1,0.0,0.25,336.0,389,254,7.95,7.945387492570699,0.09572441782121631,0.07263327539355464,0.06100803241371035
standard,all,500.0,0.12,0.5,0.25,120.0,389,254,7.95,7.945391270617286,0.0951981921052002,0.07267603804131022,0.0614916004808027
standard,all,500.0,0.12,0.5,0.4,120.0,389,254,7.95,7.945391270617286,0.0951981921052002,0.07267603804131022,0.0614916004808027
standard,all,500.0,0.15,0.5,0.08,240.0,389,254,7.95,7.945400533412195,0.09528367947571556,0.07260354887706766,0.0614788597045432
standard,all,300.0,0.15,0.0,0.15,240.0,389,254,7.95,7.945400900495625,0.09560118612590444,0.07257064592355052,0.06119426620979116
standard,no_decomp,750.0,0.18,0.75,0.15,96.0,389,254,7.95,7.945411064359775,0.09490670819102473,0.0727169854759372,0.06174268706463388
standard,no_decomp,750.0,0.18,0.75,0.25,96.0,389,254,7.95,7.945411064359775,0.09490670819102473,0.0727169854759372,0.06174268706463388
standard,no_decomp,750.0,0.18,0.75,0.4,96.0,389,254,7.95,7.945411064359775,0.09490670819102473,0.0727169854759372,0.06174268706463388
standard,all,1000.0,0.25,1.0,0.08,240.0,389,254,7.95,7.945416429367347,0.09503861016324307,0.07262642445848165,0.061701495213219826
standard,all,1000.0,0.12,0.25,0.08,240.0,389,254,7.95,7.945419434851186,0.09535609981136578,0.07259800246325783,0.06141251108819749
standard,all,500.0,0.12,0.25,0.08,336.0,389,254,7.95,7.945419562602685,0.09543306182618899,0.07257896878285773,0.06135458630422122
standard,no_decomp,400.0,0.22,1.0,0.15,336.0,389,254,7.95,7.945419616317695,0.09509461469845958,0.07266341205280169,0.061608591654844995
standard,no_decomp,400.0,0.22,1.0,0.25,336.0,389,254,7.95,7.945419616317695,0.09509461469845958,0.07266341205280169,0.061608591654844995
standard,no_decomp,400.0,0.22,1.0,0.4,336.0,389,254,7.95,7.945419616317695,0.09509461469845958,0.07266341205280169,0.061608591654844995
standard,static_replay,500.0,0.2,0.0,0.08,336.0,389,254,7.95,7.945423103442173,0.0953643971028579,0.07262109291515623,0.06138122530163665
standard,static_replay,500.0,0.2,0.0,0.25,336.0,389,254,7.95,7.945423103442173,0.0953643971028579,0.07262109291515623,0.06138122530163665
standard,static_replay,500.0,0.2,0.0,0.4,336.0,389,254,7.95,7.945423103442173,0.0953643971028579,0.07262109291515623,0.06138122530163665
standard,all,200.0,0.12,0.0,0.4,120.0,389,254,7.95,7.945423759605563,0.09546265481726066,0.0726814056272971,0.06122267311106915
standard,all,1500.0,0.3,0.5,0.15,336.0,389,254,7.95,7.945426983455706,0.09510419887218284,0.07258482526794459,0.06167779901216762
standard,all,1500.0,0.3,0.5,0.25,336.0,389,254,7.95,7.945426983455706,0.09510419887218284,0.07258482526794459,0.06167779901216762
standard,all,1500.0,0.3,0.5,0.4,336.0,389,254,7.95,7.945426983455706,0.09510419887218284,0.07258482526794459,0.06167779901216762
standard,all,1500.0,0.3,0.0,0.08,336.0,389,254,7.95,7.945430445495316,0.09527946034806879,0.07256252507208055,0.061524933948529564
standard,all,500.0,0.15,0.0,0.25,inf,389,254,7.95,7.945432557236165,0.09582209017070116,0.07253830875656603,0.061006579130533735
standard,all,500.0,0.15,0.0,0.4,inf,389,254,7.95,7.945432557236165,0.09582209017070116,0.07253830875656603,0.061006579130533735
standard,all,150.0,0.15,0.0,0.08,120.0,389,254,7.95,7.9454392555953435,0.09536310037125223,0.07267064857615445,0.0613334152699787
standard,no_decomp,500.0,0.35,0.5,0.15,168.0,389,254,7.95,7.945446647519483,0.09457385506314182,0.07279189397678336,0.06200162061246369
standard,no_decomp,500.0,0.35,0.5,0.25,168.0,389,254,7.95,7.945446647519483,0.09457385506314182,0.07279189397678336,0.06200162061246369
standard,no_decomp,500.0,0.35,0.5,0.4,168.0,389,254,7.95,7.945446647519483,0.09457385506314182,0.07279189397678336,0.06200162061246369
standard,no_decomp,750.0,0.15,0.5,0.15,96.0,389,254,7.95,7.945450157998701,0.09499698374134546,0.07270092774413817,0.06166955572949627
standard,no_decomp,750.0,0.15,0.5,0.25,96.0,389,254,7.95,7.945450157998701,0.09499698374134546,0.07270092774413817,0.06166955572949627
standard,no_decomp,750.0,0.15,0.5,0.4,96.0,389,254,7.95,7.945450157998701,0.09499698374134546,0.07270092774413817,0.06166955572949627
standard,all,1000.0,0.15,0.5,0.08,240.0,389,254,7.95,7.945455174396887,0.09526625547728033,0.07260698270196071,0.06149436845054707
standard,no_decomp,750.0,0.15,0.75,0.15,168.0,389,254,7.95,7.945455292777703,0.09517642907924867,0.07264750574497686,0.06154367509558002
standard,no_decomp,750.0,0.15,0.75,0.25,168.0,389,254,7.95,7.945455292777703,0.09517642907924867,0.07264750574497686,0.06154367509558002
standard,no_decomp,750.0,0.15,0.75,0.4,168.0,389,254,7.95,7.945455292777703,0.09517642907924867,0.07264750574497686,0.06154367509558002
standard,all,1000.0,0.2,1.0,0.25,240.0,389,254,7.95,7.9454577664068715,0.09514747013763417,0.07262726028155157,0.06159294824726031
standard,all,1000.0,0.2,1.0,0.4,240.0,389,254,7.95,7.9454577664068715,0.09514747013763417,0.07262726028155157,0.06159294824726031
standard,all,1500.0,0.15,0.5,0.08,120.0,389,254,7.95,7.945469494855684,0.09514980393894021,0.07263747956527684,0.06158072111707024
standard,all,1000.0,0.3,0.25,0.08,240.0,389,254,7.95,7.945469706288377,0.095021756274984,0.07261664600752145,0.061729608214878676
hazard,all,200.0,0.1,0.0,0.4,336.0,389,254,7.95,7.945472406527432,0.0958032152409145,0.07261680356740663,0.060948066733593605
hazard,all,200.0,0.1,0.0,0.6,336.0,389,254,7.95,7.945472406527432,0.0958032152409145,0.07261680356740663,0.060948066733593605
standard,no_decomp,400.0,0.25,0.75,0.15,120.0,389,254,7.95,7.9454823684495635,0.09462926710754217,0.07281537463379778,0.061923720660403615
standard,no_decomp,400.0,0.25,0.75,0.25,120.0,389,254,7.95,7.9454823684495635,0.09462926710754217,0.07281537463379778,0.061923720660403615
standard,no_decomp,400.0,0.25,0.75,0.4,120.0,389,254,7.95,7.9454823684495635,0.09462926710754217,0.07281537463379778,0.061923720660403615
standard,no_decomp,400.0,0.15,0.0,0.15,120.0,389,254,7.95,7.9454832515032825,0.0949385812622315,0.07268274918582775,0.06174705649534246
standard,no_decomp,400.0,0.15,0.0,0.25,120.0,389,254,7.95,7.9454832515032825,0.0949385812622315,0.07268274918582775,0.06174705649534246
standard,no_decomp,400.0,0.15,0.0,0.4,120.0,389,254,7.95,7.9454832515032825,0.0949385812622315,0.07268274918582775,0.06174705649534246
standard,all,1500.0,0.3,1.0,0.08,120.0,389,254,7.95,7.9454919273870495,0.09473439930238224,0.07269635944507159,0.061937869314422314
standard,all,1500.0,0.2,0.5,0.15,336.0,389,254,7.95,7.945493863973607,0.09525907703073368,0.0725902786182013,0.06151932623417567
standard,all,1500.0,0.2,0.5,0.25,336.0,389,254,7.95,7.945493863973607,0.09525907703073368,0.0725902786182013,0.06151932623417567
standard,all,1500.0,0.2,0.5,0.4,336.0,389,254,7.95,7.945493863973607,0.09525907703073368,0.0725902786182013,0.06151932623417567
hazard,all,100.0,0.08,0.0,0.6,336.0,389,254,7.95,7.945496989093792,0.09588240158715879,0.07257714409089616,0.06090922305778195
standard,all,500.0,0.22,0.5,0.25,120.0,389,254,7.95,7.945508361406817,0.09486996940205004,0.0727571990124271,0.061741916378427644
standard,all,500.0,0.22,0.5,0.4,120.0,389,254,7.95,7.945508361406817,0.09486996940205004,0.0727571990124271,0.061741916378427644
standard,all,1500.0,0.15,0.25,0.15,336.0,389,254,7.95,7.945509089549652,0.09536840559900163,0.07258880868564921,0.06141189074465429
standard,all,1500.0,0.15,0.25,0.25,336.0,389,254,7.95,7.945509089549652,0.09536840559900163,0.07258880868564921,0.06141189074465429
standard,all,1500.0,0.15,0.25,0.4,336.0,389,254,7.95,7.945509089549652,0.09536840559900163,0.07258880868564921,0.06141189074465429
standard,no_decomp,500.0,0.3,0.25,0.15,168.0,389,254,7.95,7.945514406152432,0.09468318037260105,0.07275871798872792,0.06192735442593377
