rate_smoothing_weeks,publisher_smoothing,hour_smoothing,cpm_smoothing,session_power,hazard_blend_weight,selection_metric_percent,selection_metric_raw_percent
1.5,100.0,100.0,1000.0,1.0,0.35,20.54,20.540797083500117
1.5,100.0,25.0,0.0,1.0,0.35,20.57,20.57308306725707
1.5,100.0,25.0,1000.0,1.0,0.35,20.58,20.581248371091654
3.0,100.0,100.0,1000.0,0.5,0.35,21.24,21.238845597407384
3.0,100.0,100.0,0.0,0.5,0.35,21.25,21.245901811795576
3.0,25.0,100.0,1000.0,1.0,0.35,21.33,21.326396455018592
3.0,25.0,100.0,0.0,1.0,0.35,21.33,21.32706617611091
3.0,100.0,25.0,1000.0,0.5,0.35,21.33,21.327990097878047
3.0,100.0,25.0,0.0,0.5,0.35,21.33,21.330263706974527
0.5,25.0,100.0,1000.0,1.0,0.5,21.4,21.400164544335333
0.5,25.0,100.0,0.0,1.0,0.5,21.4,21.40403565133211
3.0,25.0,25.0,1000.0,1.0,0.35,21.41,21.40980110008448
3.0,25.0,25.0,0.0,1.0,0.35,21.41,21.40988026966899
0.5,25.0,25.0,1000.0,1.0,0.5,21.55,21.550058371877668
0.5,25.0,25.0,0.0,1.0,0.5,21.55,21.55196674167088
0.5,100.0,100.0,1000.0,0.5,0.5,21.82,21.820355328128628
0.5,100.0,100.0,0.0,0.5,0.5,21.83,21.82513510517421
0.5,100.0,25.0,1000.0,0.5,0.5,22.06,22.05805443343891
0.5,100.0,25.0,0.0,0.5,0.5,22.06,22.062905802636234
3.0,100.0,100.0,0.0,1.0,0.35,22.7,22.695596319970136
3.0,100.0,100.0,1000.0,1.0,0.35,22.7,22.700915945893342
3.0,100.0,25.0,0.0,1.0,0.35,22.77,22.76909301771115
3.0,100.0,25.0,1000.0,1.0,0.35,22.77,22.77436170039
0.5,100.0,100.0,0.0,1.0,0.5,23.7,23.69502479041554
0.5,100.0,100.0,1000.0,1.0,0.5,23.71,23.708185176121187
1.5,25.0,100.0,1000.0,0.5,0.5,23.72,23.719185995582272
1.5,25.0,100.0,0.0,0.5,0.5,23.73,23.731196531576472
0.5,100.0,25.0,1000.0,1.0,0.5,23.91,23.907351535274657
0.5,100.0,25.0,0.0,1.0,0.5,23.92,23.916958142595625
1.5,25.0,25.0,0.0,0.5,0.5,23.98,23.980566838276808
1.5,25.0,25.0,1000.0,0.5,0.5,24.0,24.00186860811644
1.5,25.0,100.0,1000.0,1.0,0.5,25.79,25.787001313015878
1.5,25.0,100.0,0.0,1.0,0.5,25.79,25.790715167521938
1.5,100.0,100.0,1000.0,0.5,0.5,25.87,25.865800542745276
1.5,100.0,100.0,0.0,0.5,0.5,25.88,25.878962743673164
1.5,25.0,25.0,0.0,1.0,0.5,26.01,26.0125020072274
1.5,25.0,25.0,1000.0,1.0,0.5,26.01,26.01284830607449
1.5,100.0,25.0,0.0,0.5,0.5,26.13,26.12709975692715
1.5,100.0,25.0,1000.0,0.5,0.5,26.16,26.163505498846362
3.0,25.0,100.0,1000.0,0.5,0.5,26.94,26.94086114266301
3.0,25.0,100.0,0.0,0.5,0.5,26.95,26.945894642859702
3.0,25.0,25.0,1000.0,0.5,0.5,27.15,27.145739080745447
3.0,25.0,25.0,0.0,0.5,0.5,27.16,27.15598882325787
0.5,25.0,100.0,1000.0,0.5,0.75,28.14,28.142901887314743
0.5,25.0,100.0,0.0,0.5,0.75,28.16,28.156051614002365
1.5,100.0,100.0,0.0,1.0,0.5,28.17,28.172771582500555
1.5,100.0,100.0,1000.0,1.0,0.5,28.18,28.182220861548736
1.5,100.0,25.0,0.0,1.0,0.5,28.25,28.25456741660528
1.5,100.0,25.0,1000.0,1.0,0.5,28.27,28.265597109635763
0.5,25.0,25.0,1000.0,0.5,0.75,28.45,28.4510663815146
0.5,25.0,25.0,0.0,0.5,0.75,28.45,28.45172566058618
3.0,100.0,100.0,1000.0,0.5,0.5,29.08,29.07556035818708
3.0,100.0,100.0,0.0,0.5,0.5,29.09,29.085988243851514
3.0,25.0,100.0,0.0,1.0,0.5,29.21,29.21477484612187
3.0,25.0,100.0,1000.0,1.0,0.5,29.22,29.217309774862766
3.0,100.0,25.0,1000.0,0.5,0.5,29.23,29.227314362965817
3.0,100.0,25.0,0.0,0.5,0.5,29.23,29.229360611162726
3.0,25.0,25.0,0.0,1.0,0.5,29.35,29.352266636863654
3.0,25.0,25.0,1000.0,1.0,0.5,29.36,29.355219537423103
0.5,25.0,100.0,1000.0,1.0,0.75,31.09,31.090346847975226
0.5,25.0,100.0,0.0,1.0,0.75,31.1,31.09573563106103
0.5,25.0,25.0,1000.0,1.0,0.75,31.36,31.359646358326444
0.5,25.0,25.0,0.0,1.0,0.75,31.36,31.363192481444678
3.0,100.0,100.0,0.0,1.0,0.5,31.49,31.489544325033037
3.0,100.0,100.0,1000.0,1.0,0.5,31.5,31.49677861041562
3.0,100.0,25.0,0.0,1.0,0.5,31.61,31.610246316019165
3.0,100.0,25.0,1000.0,1.0,0.5,31.62,31.616928273428947
0.5,100.0,100.0,1000.0,0.5,0.75,31.64,31.643080684693103
0.5,100.0,100.0,0.0,0.5,0.75,31.65,31.650644351436963
0.5,100.0,25.0,1000.0,0.5,0.75,32.02,32.01896216076368
0.5,100.0,25.0,0.0,0.5,0.75,32.03,32.02546158425106
1.5,25.0,100.0,1000.0,0.5,0.75,34.71,34.707009897423255
1.5,25.0,100.0,0.0,0.5,0.75,34.72,34.719743063736594
0.5,100.0,100.0,0.0,1.0,0.75,34.97,34.97029647656631
0.5,100.0,100.0,1000.0,1.0,0.75,34.99,34.99476675611588
1.5,25.0,25.0,0.0,0.5,0.75,35.14,35.14128253025817
1.5,25.0,25.0,1000.0,0.5,0.75,35.18,35.17663158209785
0.5,100.0,25.0,1000.0,1.0,0.75,35.31,35.30923469724465
0.5,100.0,25.0,0.0,1.0,0.75,35.32,35.321741795535424
0.5,25.0,100.0,1000.0,0.5,1.0,37.46,37.45681347698107
0.5,25.0,100.0,0.0,0.5,1.0,37.47,37.47481809441919
0.5,25.0,25.0,1000.0,0.5,1.0,37.9,37.90419663021183
0.5,25.0,25.0,0.0,0.5,1.0,37.9,37.90424365930192
1.5,25.0,100.0,1000.0,1.0,0.75,38.37,38.369360385870486
1.5,25.0,100.0,0.0,1.0,0.75,38.37,38.37221540877185
1.5,100.0,100.0,1000.0,0.5,0.75,38.4,38.396277407537085
1.5,100.0,100.0,0.0,0.5,0.75,38.42,38.41550644814977
1.5,25.0,25.0,0.0,1.0,0.75,38.74,38.73623296846627
1.5,25.0,25.0,1000.0,1.0,0.75,38.74,38.738766275990045
1.5,100.0,25.0,0.0,0.5,0.75,38.82,38.81706891945813
1.5,100.0,25.0,1000.0,0.5,0.75,38.87,38.87398891681908
3.0,25.0,100.0,1000.0,0.5,0.75,40.06,40.06008020969523
3.0,25.0,100.0,0.0,0.5,0.75,40.07,40.06507183947481
3.0,25.0,25.0,1000.0,0.5,0.75,40.42,40.417327092792576
3.0,25.0,25.0,0.0,0.5,0.75,40.43,40.43023871212632
0.5,25.0,100.0,1000.0,1.0,1.0,41.83,41.826094321561634
0.5,25.0,100.0,0.0,1.0,1.0,41.83,41.832325201688114
0.5,25.0,25.0,1000.0,1.0,1.0,42.21,42.21347651368541
0.5,25.0,25.0,0.0,1.0,1.0,42.22,42.217091772157225
1.5,100.0,100.0,0.0,1.0,0.75,42.47,42.471470335701824
1.5,100.0,100.0,1000.0,1.0,0.75,42.49,42.48923620767471
1.5,100.0,25.0,0.0,1.0,0.75,42.6,42.604456427267266
0.5,100.0,100.0,1000.0,0.5,1.0,42.61,42.612534669057325
0.5,100.0,100.0,0.0,0.5,1.0,42.62,42.622343161394795
1.5,100.0,25.0,1000.0,1.0,0.75,42.62,42.62449020977061
0.5,100.0,25.0,1000.0,0.5,1.0,43.12,43.12387051674014
0.5,100.0,25.0,0.0,0.5,1.0,43.13,43.132740440675896
3.0,100.0,100.0,1000.0,0.5,0.75,43.77,43.77024592555871
3.0,100.0,100.0,0.0,0.5,0.75,43.78,43.780769977072055
3.0,100.0,25.0,1000.0,0.5,0.75,44.04,44.04194785101914
3.0,100.0,25.0,0.0,0.5,0.75,44.04,44.04246308152751
3.0,25.0,100.0,0.0,1.0,0.75,44.12,44.116433013399444
3.0,25.0,100.0,1000.0,1.0,0.75,44.12,44.12417029512912
3.0,25.0,25.0,0.0,1.0,0.75,44.35,44.34817586327608
3.0,25.0,25.0,1000.0,1.0,0.75,44.36,44.35648632339782
1.5,25.0,100.0,1000.0,0.5,1.0,47.02,47.01615527930363
1.5,25.0,100.0,0.0,0.5,1.0,47.03,47.03434925776624
0.5,100.0,100.0,0.0,1.0,1.0,47.62,47.617504111116936
1.5,25.0,25.0,0.0,0.5,1.0,47.64,47.642749217028204
0.5,100.0,100.0,1000.0,1.0,1.0,47.65,47.65252099083921
1.5,25.0,25.0,1000.0,0.5,1.0,47.7,47.696991974462
3.0,100.0,100.0,0.0,1.0,0.75,48.06,48.06385146753192
3.0,100.0,100.0,1000.0,1.0,0.75,48.08,48.0777613351387
0.5,100.0,25.0,1000.0,1.0,1.0,48.1,48.10270343292746
0.5,100.0,25.0,0.0,1.0,1.0,48.12,48.11951772893968
3.0,100.0,25.0,0.0,1.0,0.75,48.27,48.26768937506205
3.0,100.0,25.0,1000.0,1.0,0.75,48.28,48.281304905157405
1.5,25.0,100.0,1000.0,1.0,1.0,52.48,52.48066741667892
1.5,100.0,100.0,1000.0,0.5,1.0,52.48,52.480968946018926
1.5,25.0,100.0,0.0,1.0,1.0,52.48,52.48359378019383
1.5,100.0,100.0,0.0,0.5,1.0,52.51,52.50777312881563
1.5,25.0,25.0,0.0,1.0,1.0,53.0,53.0046132402209
1.5,25.0,25.0,1000.0,1.0,1.0,53.01,53.00744008201885
1.5,100.0,25.0,0.0,0.5,1.0,53.09,53.085618028820946
1.5,100.0,25.0,1000.0,0.5,1.0,53.17,53.17093060593503
3.0,25.0,100.0,1000.0,0.5,1.0,54.81,54.80952649874944
3.0,25.0,100.0,0.0,0.5,1.0,54.81,54.81304508354605
3.0,25.0,25.0,1000.0,0.5,1.0,55.34,55.344705706122575
3.0,25.0,25.0,0.0,0.5,1.0,55.36,55.357128175489635
1.5,100.0,100.0,0.0,1.0,1.0,58.67,58.66886504017472
1.5,100.0,100.0,1000.0,1.0,1.0,58.69,58.694006409511566
1.5,100.0,25.0,0.0,1.0,1.0,58.84,58.839569120660485
1.5,100.0,25.0,1000.0,1.0,1.0,58.87,58.868145709728935
3.0,100.0,100.0,1000.0,0.5,1.0,60.38,60.38198774128938
3.0,100.0,100.0,0.0,0.5,1.0,60.4,60.39891236569868
3.0,100.0,25.0,1000.0,0.5,1.0,60.78,60.77985587177888
3.0,100.0,25.0,0.0,0.5,1.0,60.78,60.78024144538752
3.0,25.0,100.0,0.0,1.0,1.0,60.99,60.994919978994176
3.0,25.0,100.0,1000.0,1.0,1.0,61.01,61.00796923904348
3.0,25.0,25.0,0.0,1.0,1.0,61.31,61.310635836926174
3.0,25.0,25.0,1000.0,1.0,1.0,61.33,61.32509760339886
3.0,100.0,100.0,0.0,1.0,1.0,67.01,67.00562879911199
3.0,100.0,100.0,1000.0,1.0,1.0,67.03,67.02721730831398
3.0,100.0,25.0,0.0,1.0,1.0,67.29,67.28913731986104
3.0,100.0,25.0,1000.0,1.0,1.0,67.31,67.30962558021365
